jobName,jobAddrNoDesc,jobAddrNoDesc_en,custName,tech_skills,periodDesc,periodDesc_en,coIndustryDesc,coIndustryDesc_en,optionEdu,optionEdu_en
機器人網頁工程師,新竹縣,Hsinchu County,易捷系統股份有限公司,"CSS, Git, HTML, Javascript, Python",2年以上,2+ years,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
Python工程師-1,台北市,Taipei City,宏益科技服務股份有限公司,Python,3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
軟體工程師,新北市,New Taipei City,宏迎科技有限公司,,經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,專科,Associate Degree
React 前端開發工程師-ES,台北市,Taipei City,宜眾資訊股份有限公司,React,1年以上,1+ year,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
M-Web程式開發工程師,台南市,Tainan City,盛威資訊服務股份有限公司,"C#, Oracle, React, SQL, Typescript",3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
系統架構師【信義-金融數位轉型】,台北市,Taipei City,鈦創軟體資訊有限公司,"Java, Spring, Typescript, Vue",經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
前端工程師,新北市,New Taipei City,社團法人中華長照協會,"Git, Javascript, React, Typescript, Vue",5年以上,5+ years,社會福利服務業,Social Services,大學,Bachelor's Degree
AI工程師 - Vibe Coding 專才徵才(台北),台北市,Taipei City,樂必得股份有限公司,,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,專科,Associate Degree
系統設計工程師(SD)(桃園),桃園市,Taoyuan City,台灣寬頻通訊顧問股份有限公司,,經歷不拘,Experience not required,網際網路相關業,Internet,大學,Bachelor's Degree
[系統整合] 前端工程師 (台北市信義區),台北市,Taipei City,鴻名企業股份有限公司,"Git, HTML, Javascript, React, Typescript, Vue",2年以上,2+ years,電腦及其週邊設備製造業,Computer Hardware,大學,Bachelor's Degree
資深Android工程師,台北市,Taipei City,實揚科技有限公司,"Java, Javascript",3年以上,3+ years,其它軟體及網路相關業,Other IT,專科,Associate Degree
ASP.NET MVC 網頁程式設計師 / 全端工程師,桃園市,Taoyuan City,和康生物科技股份有限公司,".NET, C#, CSS, Git, HTML, Javascript, SQL",5年以上,5+ years,生化科技研發業,Biotech R&D,大學,Bachelor's Degree
I132 前端軟體開發工程師(可遠端工作),台北市,Taipei City,台灣大哥大股份有限公司,React,2年以上,2+ years,電信相關業,Telecom,學歷不拘,No degree required
Cloud 前端工程師 Frontend Engineer,新竹縣,Hsinchu County,普羅通信股份有限公司,"CSS, HTML, Javascript, RWD, React, Vue",1年以上,1+ year,通訊機械器材相關業,Communications Equipment,大學,Bachelor's Degree
網頁程式設計師,新北市,New Taipei City,台灣水禾實業有限公司,"CSS, HTML, Javascript",2年以上,2+ years,藥品／化妝品及清潔用品零售業,Pharma/Cosmetics Retail,高中,High School Diploma
Cloud 前端工程師 Frontend Engineer,新竹縣,Hsinchu County,普羅通信股份有限公司,"CSS, HTML, Javascript, RWD, React, Vue",1年以上,1+ year,通訊機械器材相關業,Communications Equipment,大學,Bachelor's Degree
Web Frontend Developer (前端開發工程師),新竹縣,Hsinchu County,雲創通訊股份有限公司,,2年以上,2+ years,其他電信及通訊相關業,Other Telecom,大學,Bachelor's Degree
前端工程師 - (Vue) Frontend Engineer,台北市,Taipei City,頑碼資訊有限公司,Vue,3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
資深資訊人員,台北市,Taipei City,理慈國際科技法律事務所,"Angular, Azure, React, Vue",5年以上,5+ years,法律服務業,Legal Services,大學,Bachelor's Degree
資深後端工程師 - Senior Java Engineer(遠端工作),新竹市,Hsinchu City,智匯宙斯有限公司,"Java, SQL, Spring",3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
Vue工程師,台北市,Taipei City,宏益科技服務股份有限公司,"Azure, CSS, Git, HTML, Java, Javascript, RWD, Vue",3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
T－Senior Software Engineer - C++（台北）,台北市,Taipei City,緯創軟體股份有限公司,C++,3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
全端(Full Stack Development) 工程師,台北市,Taipei City,網智服務國際股份有限公司,".NET, C#, CSS, Git, HTML, Javascript, Node.js, React, SQL",經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,專科,Associate Degree
前端工程師,高雄市,Kaohsiung City,萃思科技股份有限公司,"Angular, Azure, CSS, Git, HTML, Javascript, React, Vue",2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
前端設計與專案管理,台北市,Taipei City,元太數位科技有限公司,,1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
遊戲全端開發技術總監(Game Server-Side Developer),台中市,Taichung City,愛勝科技有限公司,,5年以上,5+ years,電腦軟體服務業,Software Services,專科,Associate Degree
(HQ) 前端工程師 Frontend Engineer,台北市,Taipei City,鴻霖航空貨運代理股份有限公司,"AWS, React",3年以上,3+ years,航空運輸輔助業,Air Transport Support,大學,Bachelor's Degree
"資深後端工程師 Sr. Backend Engineer, VSX",新北市,New Taipei City,ViewSonic Corporation_優派國際股份有限公司,,5年以上,5+ years,電腦系統整合服務業,System Integration,專科,Associate Degree
AI Vibe Coding Developer,台中市,Taichung City,宇利峯有限公司,".NET, C#, Git, PostgreSQL, Python",1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
Full Stack 全端工程師,新北市,New Taipei City,瑞奇喬伊有限公司,"AWS, Azure",經歷不拘,Experience not required,綜合商品批發代理業,General Wholesale,高中,High School Diploma
網站應⽤開發⼯程師,台北市,Taipei City,方探科技股份有限公司,"CSS, Git, HTML, Javascript, Node.js, Typescript",經歷不拘,Experience not required,網際網路相關業,Internet,大學,Bachelor's Degree
1. React前端工程師(AI專案),台北市,Taipei City,易勝資訊股份有限公司,"Git, React, Typescript",2年以上,2+ years,電腦軟體服務業,Software Services,高中,High School Diploma
網站前端工程師助理/切版助理（應屆畢業生可）,台中市,Taichung City,揚京快客行銷有限公司,"CSS, HTML, Javascript, RWD",1年以上,1+ year,廣告行銷公關業,Advertising & PR,專科,Associate Degree
PHP工程師(高薪-約聘),台北市,Taipei City,艾美斯科技有限公司,,3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
網站前端工程師助理/切版助理（應屆畢業生可）,台中市,Taichung City,揚京快客行銷有限公司,"CSS, HTML, Javascript, RWD",1年以上,1+ year,廣告行銷公關業,Advertising & PR,專科,Associate Degree
Garena - Senior Data Engineer 資深資料工程師,台北市,Taipei City,Garena_新加坡商競舞電競有限公司臺灣分公司,"Java, Python",3年以上,3+ years,網際網路相關業,Internet,大學,Bachelor's Degree
前端工程師( Front-end Engineer ),台北市,Taipei City,華翰物產實業股份有限公司,"CSS, Git, HTML, Javascript, RWD, React",1年以上,1+ year,綜合商品批發代理業,General Wholesale,大學,Bachelor's Degree
.資訊專案經理（台北總公司）,台北市,Taipei City,崇越科技股份有限公司,,5年以上,5+ years,其他半導體相關業,Other Semiconductor,大學,Bachelor's Degree
58 雲端產品軟體開發工程師,新竹市,Hsinchu City,新代科技股份有限公司,,2年以上,2+ years,自動控制相關業,Automation,大學,Bachelor's Degree
GAI解決方案工程師（新竹）,新竹市,Hsinchu City,日商_建興儲存科技股份有限公司,"Angular, Python, React",3年以上,3+ years,資料儲存媒體製造及複製業,Data Storage,大學,Bachelor's Degree
系統分析師(System Analyst),台北市,Taipei City,海棠設計股份有限公司,.NET,2年以上,2+ years,網際網路相關業,Internet,大學,Bachelor's Degree
Web 前端工程師(中壢),桃園市,Taoyuan City,樺康智雲股份有限公司,"CSS, HTML, Javascript, RWD, Typescript, Vue",1年以上,1+ year,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
前端軟體工程師-台北,台北市,Taipei City,凌網科技股份有限公司,"Angular, Node.js, Python",經歷不拘,Experience not required,電腦系統整合服務業,System Integration,專科,Associate Degree
系統分析師(24070407),台北市,Taipei City,叡揚資訊股份有限公司,,2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
超夯!｜後端工程師 (薪資:6.5萬~9.5萬)(員工配股、薪資優)【新竹台元】,新竹縣,Hsinchu County,艾滴科技股份有限公司,"Django, Git, PostgreSQL, Python",3年以上,3+ years,精密儀器相關製造業,Precision Instruments,大學,Bachelor's Degree
"儲能/能源 全端工程師, IoT工程師, 雲端工程師",台中市,Taichung City,邑方醫療器材企業社,,經歷不拘,Experience not required,其他醫療保健服務業,Other Healthcare,大學,Bachelor's Degree
資深前端工程師,台北市,Taipei City,全寵家科技股份有限公司,React,3年以上,3+ years,其他零售業,Other Retail,專科,Associate Degree
ERP/HR/BPM系統專員(北越),越南,Vietnam,香港商偉得國際有限公司台灣分公司,,1年以上,1+ year,鞋類／布類／服飾品批發業,Apparel Wholesale,專科,Associate Degree
軟體工程師(C#)(MultiCharts),台北市,Taipei City,凱衛資訊股份有限公司,,2年以上,2+ years,電腦系統整合服務業,System Integration,專科,Associate Degree
RD20311 軟體研發工程師(人工智慧),台北市,Taipei City,華碩電腦股份有限公司,,經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,碩士,Master's Degree
數位應用｜驅動數位核心！數位應用後端工程師,台北市,Taipei City,龍星企業股份有限公司,".NET, MongoDB, Node.js, PostgreSQL, Python, SQL",2年以上,2+ years,綜合商品批發代理業,General Wholesale,大學,Bachelor's Degree
PHP工程師,桃園市,Taoyuan City,一展數位金融有限公司,SQL,1年以上,1+ year,其他金融及輔助業,Other Finance,高中,High School Diploma
(海外暨電商整合事業部)電商網站設計師,台北市,Taipei City,潮網科技股份有限公司,Oracle,經歷不拘,Experience not required,網際網路相關業,Internet,大學,Bachelor's Degree
全端工程師,台中市,Taichung City,華綺資訊股份有限公司,"Angular, C#, CSS, HTML, Javascript, React, SQL, Vue",1年以上,1+ year,電腦系統整合服務業,System Integration,專科,Associate Degree
KIOXIA Taiwan-IT專員,台北市,Taipei City,台灣鎧俠股份有限公司,,2年以上,2+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
PHP工程師,桃園市,Taoyuan City,一展數位金融有限公司,SQL,1年以上,1+ year,其他金融及輔助業,Other Finance,高中,High School Diploma
全端工程師(有電子商務平台開發經驗佳/優於勞基法/上班地點：台中市西區),台中市,Taichung City,台灣心零售股份有限公司,,3年以上,3+ years,電子通訊／電腦週邊零售業,Electronics Retail,高中,High School Diploma
前端工程師,台北市,Taipei City,八達國際物流股份有限公司,"CSS, HTML, Javascript, RWD, Vue",經歷不拘,Experience not required,儲配／運輸物流業,Logistics,大學,Bachelor's Degree
【擴編徵才】前端工程師,台中市,Taichung City,小艾策略行銷有限公司,"CSS, HTML, Javascript, RWD",3年以上,3+ years,專門設計相關業,Design Services,專科,Associate Degree
RD20311 軟體研發工程師(人工智慧),台北市,Taipei City,華碩電腦股份有限公司,,經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,碩士,Master's Degree
企業解決方案事業群_程式設計師,台北市,Taipei City,NEC_台灣恩益禧股份有限公司,,3年以上,3+ years,電腦系統整合服務業,System Integration,專科,Associate Degree
.NET工程師,台北市,Taipei City,直通國際股份有限公司,".NET, Angular, C#, Javascript, SQL, Typescript",經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,專科,Associate Degree
[TapPay] Java後端工程師 (Java Backend Engineer),台北市,Taipei City,喬睿科技股份有限公司,,5年以上,5+ years,網際網路相關業,Internet,專科,Associate Degree
Go 語言後端工程師,新北市,New Taipei City,洛芙瀾科技有限公司,"Java, MongoDB, PostgreSQL",經歷不拘,Experience not required,網際網路相關業,Internet,學歷不拘,No degree required
【年度擴編】Python 後端工程師｜保障14個月＋獎金・軟體開發部,台北市,Taipei City,紐奧谷科技股份有限公司,"C#, C++, Django, Git, Java, Python, SQL",1年以上,1+ year,網際網路相關業,Internet,大學,Bachelor's Degree
數位聯通部 Python程式設計師,桃園市,Taoyuan City,聯新國際醫療集團_聯新健康股份有限公司,"CSS, HTML, Javascript, Python",1年以上,1+ year,其他醫療保健服務業,Other Healthcare,大學,Bachelor's Degree
AIoT Back-end Engineer,台北市,Taipei City,橙然能源股份有限公司,"C#, C++, MongoDB, PostgreSQL, Python",3年以上,3+ years,光電產業,Optoelectronics,大學,Bachelor's Degree
